Gene	Gene name	nTPM
ENSG00000180263	FGD6	2.5
ENSG00000180264	ADGRD2	0.0
ENSG00000180269	GPR139	0.0
ENSG00000180287	PLD5	0.0
ENSG00000180304	OAZ2	420.3
ENSG00000180305	WFDC10A	0.1
ENSG00000180316	PNPLA1	69.9
ENSG00000180318	ALX1	0.0
ENSG00000180329	CCDC43	18.4
ENSG00000180332	KCTD4	0.0
ENSG00000180336	MEIOC	0.4
ENSG00000180340	FZD2	1.8
ENSG00000180346	TIGD2	11.7
ENSG00000180347	ITPRID1	0.1
ENSG00000180353	HCLS1	1624.4
ENSG00000180354	MTURN	8.3
ENSG00000180357	ZNF609	1.3
ENSG00000180370	PAK2	48.1
ENSG00000180376	CCDC66	14.8
ENSG00000180383	DEFB124	0.0
ENSG00000180386	KRTAP9-7	0.0
ENSG00000180398	MCFD2	29.8
ENSG00000180423	HARBI1	22.0
ENSG00000180424	DEFB123	0.0
ENSG00000180425	C11orf71	15.9
ENSG00000180432	CYP8B1	0.2
ENSG00000180433	OR6K6	3.7
ENSG00000180440	SERTM1	0.0
ENSG00000180447	GAS1	0.0
ENSG00000180448	ARHGAP45	68.8
ENSG00000180475	OR10Q1	0.0
ENSG00000180479	ZNF571	7.8
ENSG00000180481	GLIPR1L2	1.0
ENSG00000180483	DEFB119	0.0
ENSG00000180488	MIGA1	3.4
ENSG00000180509	KCNE1	2.8
ENSG00000180530	NRIP1	1.8
ENSG00000180532	ZSCAN4	0.1
ENSG00000180535	BHLHA15	0.5
ENSG00000180537	RNF182	0.0
ENSG00000180543	TSPYL5	0.5
ENSG00000180549	FUT7	210.4
ENSG00000180573	H2AC6	1566.8
ENSG00000180574	EIF2S3B	0.5
ENSG00000180592	SKIDA1	0.2
ENSG00000180596	H2BC4	1084.4
ENSG00000180611	MB21D2	4.2
ENSG00000180613	GSX2	0.0
ENSG00000180616	SSTR2	1.2
ENSG00000180626	ZNF594	2.5
ENSG00000180628	PCGF5	7.7
ENSG00000180638	SLC47A2	0.0
ENSG00000180644	PRF1	900.8
ENSG00000180658	OR2A4	11.9
ENSG00000180660	MAB21L1	0.0
ENSG00000180667	YOD1	1.0
ENSG00000180694	TMEM64	3.2
ENSG00000180697	C3orf22	0.0
ENSG00000180708	OR10K2	0.2
ENSG00000180720	CHRM4	0.0
ENSG00000180730	SHISA2	1.6
ENSG00000180739	S1PR5	300.0
ENSG00000180745	CLRN3	0.1
ENSG00000180758	GPR157	1.1
ENSG00000180767	CHST13	155.5
ENSG00000180772	AGTR2	0.0
ENSG00000180773	SLC36A4	5.3
ENSG00000180776	ZDHHC20	16.1
ENSG00000180777	ANKRD30B	0.0
ENSG00000180785	OR51E1	0.0
ENSG00000180787	ZFP3	2.1
ENSG00000180801	ARSJ	0.1
ENSG00000180806	HOXC9	0.0
ENSG00000180815	MAP3K15	0.0
ENSG00000180817	PPA1	190.4
ENSG00000180818	HOXC10	0.0
ENSG00000180822	PSMG4	52.4
ENSG00000180828	BHLHE22	0.0
ENSG00000180834	MAP6D1	0.3
ENSG00000180855	ZNF443	3.7
ENSG00000180871	CXCR2	3297.5
ENSG00000180872	DEFB112	0.0
ENSG00000180875	GREM2	0.5
ENSG00000180878	C11orf42	0.0
ENSG00000180879	SSR4	1756.6
ENSG00000180881	CAPS2	0.2
ENSG00000180884	ZNF792	5.4
ENSG00000180891	CUEDC1	21.8
ENSG00000180900	SCRIB	0.2
ENSG00000180901	KCTD2	0.3
ENSG00000180902	D2HGDH	2.5
ENSG00000180914	OXTR	0.1
ENSG00000180917	CMTR2	22.6
ENSG00000180919	OR56B4	0.0
ENSG00000180921	FAM83H	0.0
ENSG00000180929	GPR62	0.0
ENSG00000180934	OR56A1	0.1
ENSG00000180938	ZNF572	0.8
ENSG00000180957	PITPNB	40.7
ENSG00000180964	TCEAL8	121.0
ENSG00000180974	OR52E4	0.1
ENSG00000180979	LRRC57	37.1
ENSG00000180988	OR52N2	4.0
ENSG00000180992	MRPL14	171.9
ENSG00000180998	GPR137C	1.5
ENSG00000180999	C1orf105	0.4
ENSG00000181001	OR52N1	0.1
ENSG00000181004	BBS12	2.1
ENSG00000181007	ZFP82	4.9
ENSG00000181009	OR52N5	0.0
ENSG00000181016	LSMEM1	0.0
ENSG00000181017	OR56B2P	0.0
ENSG00000181019	NQO1	18.9
ENSG00000181023	OR56B1	0.0
ENSG00000181026	AEN	19.7
ENSG00000181027	FKRP	2.4
ENSG00000181029	TRAPPC5	530.8
ENSG00000181031	RPH3AL	2.8
ENSG00000181035	SLC25A42	3.3
ENSG00000181036	FCRL6	143.2
ENSG00000181038	METTL23	57.6
ENSG00000181045	SLC26A11	1.9
ENSG00000181061	HIGD1A	510.4
ENSG00000181072	CHRM2	0.0
ENSG00000181074	OR52N4	0.7
ENSG00000181085	MAPK15	0.0
ENSG00000181090	EHMT1	28.8
ENSG00000181092	ADIPOQ	0.5
ENSG00000181104	F2R	25.5
ENSG00000181109	OR52P1	0.1
ENSG00000181135	ZNF707	0.9
ENSG00000181143	MUC16	0.0
ENSG00000181163	NPM1	1191.5
ENSG00000181191	PJA1	34.4
ENSG00000181192	DHTKD1	24.0
ENSG00000181195	PENK	0.6
ENSG00000181214	OR8G2P	0.0
ENSG00000181215	C4orf50	0.0
ENSG00000181218	H2AC25	13.6
ENSG00000181220	ZNF746	7.0
ENSG00000181222	POLR2A	10.1
ENSG00000181234	TMEM132C	1.8
ENSG00000181240	SLC25A41	0.0
ENSG00000181264	TLCD5	2.2
ENSG00000181273	OR5AK2	0.0
ENSG00000181274	FRAT2	58.4
ENSG00000181282	OR5AK3P	0.0
ENSG00000181284	TMEM102	3.9
ENSG00000181291	TMEM132E	0.4
ENSG00000181315	ZNF322	17.9
ENSG00000181322	NME9	0.5
ENSG00000181323	SPEM1	0.0
ENSG00000181333	HEPHL1	0.1
ENSG00000181350	LRRC75A	1.9
ENSG00000181371	OR5M8	0.0
ENSG00000181374	CCL13	0.1
ENSG00000181378	CFAP65	0.0
ENSG00000181381	DDX60L	33.0
ENSG00000181392	SYNE4	0.0
ENSG00000181396	OGFOD3	23.6
ENSG00000181404	WASHC1	3.8
ENSG00000181408	UTS2R	2.0
ENSG00000181409	AATK	2.0
ENSG00000181418	DDN	0.0
ENSG00000181433	SAGE1	0.0
ENSG00000181444	ZNF467	48.9
ENSG00000181449	SOX2	0.0
ENSG00000181450	ZNF678	5.4
ENSG00000181458	TMEM45A	0.9
ENSG00000181467	RAP2B	28.0
ENSG00000181472	ZBTB2	18.7
ENSG00000181481	RNF135	70.6
ENSG00000181499	OR6T1	0.0
ENSG00000181513	ACBD4	5.0
ENSG00000181518	OR8D4	0.2
ENSG00000181523	SGSH	20.7
ENSG00000181541	MAB21L2	0.0
ENSG00000181544	FANCB	1.8
ENSG00000181552	EDDM3B	0.0
ENSG00000181555	SETD2	3.7
ENSG00000181562	EDDM3A	0.1
ENSG00000181585	TMIE	2.4
ENSG00000181588	MEX3D	0.0
ENSG00000181609	OR52D1	0.0
ENSG00000181610	MRPS23	67.7
ENSG00000181616	OR52H1	0.0
ENSG00000181617	FDCSP	0.0
ENSG00000181619	GPR135	0.2
ENSG00000181625	SLX1B	117.1
ENSG00000181626	ANKRD62	0.0
ENSG00000181631	P2RY13	583.2
ENSG00000181634	TNFSF15	0.6
ENSG00000181638	ZFP41	0.9
ENSG00000181649	PHLDA2	1.9
ENSG00000181652	ATG9B	0.6
ENSG00000181656	GPR88	0.0
ENSG00000181666	ZNF875	14.1
ENSG00000181690	PLAG1	1.8
ENSG00000181693	OR8H1	0.3
ENSG00000181698	OR5T1	0.0
ENSG00000181704	YIPF6	10.5
ENSG00000181718	OR5T2	0.0
ENSG00000181722	ZBTB20	16.4
ENSG00000181733	OR2Z1	0.0
ENSG00000181744	DIPK2A	24.9
ENSG00000181751	MACIR	37.8
ENSG00000181752	OR8K5	0.0
ENSG00000181754	AMIGO1	2.3
ENSG00000181761	OR8H3	0.0
ENSG00000181767	OR8H2	0.7
ENSG00000181773	GPR3	0.0
ENSG00000181778	TMEM252	4.1
ENSG00000181781	ODF3L2	0.0
ENSG00000181785	OR5AS1	1.5
ENSG00000181786	ACTL9	0.0
ENSG00000181788	SIAH2	8.9
ENSG00000181789	COPG1	79.2
ENSG00000181790	ADGRB1	0.0
ENSG00000181803	OR6S1	0.0
ENSG00000181804	SLC9A9	10.6
ENSG00000181817	LSM10	389.8
ENSG00000181826	RELL1	58.9
ENSG00000181827	RFX7	2.0
ENSG00000181830	SLC35C1	18.4
ENSG00000181847	TIGIT	196.2
ENSG00000181852	RNF41	100.1
ENSG00000181856	SLC2A4	0.1
ENSG00000181867	FTMT	0.0
ENSG00000181873	IBA57	1.6
ENSG00000181885	CLDN7	1.7
ENSG00000181894	ZNF329	4.8
ENSG00000181896	ZNF101	61.4
ENSG00000181903	OR4C6	0.2
ENSG00000181904	C5orf24	10.6
ENSG00000181915	ADO	1.3
ENSG00000181924	COA4	80.4
ENSG00000181927	OR4P4	0.1
ENSG00000181929	PRKAG1	87.2
ENSG00000181938	GINS3	8.2
ENSG00000181939	OR4C15	0.0
ENSG00000181958	OR4A15	0.0
ENSG00000181961	OR4A16	0.0
ENSG00000181963	OR52K2	3.3
ENSG00000181965	NEUROG1	0.0
ENSG00000181982	CCDC149	1.5
ENSG00000181991	MRPS11	35.2
ENSG00000182004	SNRPE	46.3
ENSG00000182010	RTKN2	16.7
ENSG00000182013	PNMA8A	0.6
ENSG00000182022	CHST15	69.2
ENSG00000182035	ADIG	0.0
ENSG00000182040	USH1G	0.0
ENSG00000182050	MGAT4C	0.0
ENSG00000182053	TRIM49B	0.0
ENSG00000182054	IDH2	253.6
ENSG00000182070	OR52A1	0.2
ENSG00000182077	PTCHD3	0.0
ENSG00000182083	OR6B2	0.0
ENSG00000182087	TMEM259	2.9
ENSG00000182093	GET1	47.3
ENSG00000182095	TNRC18	20.7
ENSG00000182103	FAM181B	0.0
ENSG00000182107	TMEM30B	0.7
ENSG00000182108	DEXI	7.2
ENSG00000182111	ZNF716	0.6
ENSG00000182117	NOP10	2838.2
ENSG00000182118	FAM89A	1.4
ENSG00000182132	KCNIP1	0.0
ENSG00000182134	TDRKH	12.5
ENSG00000182141	ZNF708	13.6
ENSG00000182149	IST1	302.2
ENSG00000182150	ERCC6L2	3.5
ENSG00000182154	MRPL41	426.9
ENSG00000182156	ENPP7	0.1
ENSG00000182158	CREB3L2	12.5
ENSG00000182162	P2RY8	58.7
ENSG00000182168	UNC5C	0.0
ENSG00000182170	MRGPRG	0.0
ENSG00000182173	TSEN54	82.3
ENSG00000182175	RGMA	0.2
ENSG00000182177	ASB18	0.2
ENSG00000182179	UBA7	38.6
ENSG00000182180	MRPS16	47.7
ENSG00000182183	SHISAL2A	10.1
ENSG00000182185	RAD51B	17.7
ENSG00000182187	CRYGB	0.0
ENSG00000182195	LDOC1	6.4
ENSG00000182196	ARL6IP4	474.9
ENSG00000182197	EXT1	0.2
ENSG00000182199	SHMT2	203.3
ENSG00000182208	MOB2	14.3
ENSG00000182218	HHIPL1	0.0
ENSG00000182220	ATP6AP2	694.1
ENSG00000182223	ZAR1	0.0
ENSG00000182224	CYB5D1	2.1
ENSG00000182240	BACE2	5.2
ENSG00000182247	UBE2E2	74.3
ENSG00000182253	SYNM	0.3
ENSG00000182255	KCNA4	0.0
ENSG00000182256	GABRG3	0.0
ENSG00000182261	NLRP10	0.0
ENSG00000182263	FIGN	3.3
ENSG00000182264	IZUMO1	0.0
ENSG00000182271	TMIGD1	0.0
ENSG00000182272	B4GALNT4	0.0
ENSG00000182287	AP1S2	326.1
ENSG00000182307	C8orf33	28.3
ENSG00000182308	DCAF4L1	0.1
ENSG00000182310	SPACA6	0.0
ENSG00000182315	MBD3L3	0.3
ENSG00000182318	ZSCAN22	2.0
ENSG00000182324	KCNJ14	1.0
ENSG00000182325	FBXL6	1.6
ENSG00000182326	C1S	0.3
ENSG00000182327	GLTPD2	0.6
ENSG00000182329	KIAA2012	0.0
ENSG00000182330	PRAMEF8	0.0
ENSG00000182333	LIPF	0.1
ENSG00000182334	OR5P3	0.0
ENSG00000182346	DAOA	0.0
ENSG00000182348	ZNF804B	0.0
ENSG00000182359	KBTBD3	31.2
ENSG00000182362	YBEY	32.8
ENSG00000182372	CLN8	76.7
ENSG00000182378	PLCXD1	9.1
ENSG00000182379	NXPH4	0.2
ENSG00000182389	CACNB4	3.4
ENSG00000182393	IFNL1	4.6
ENSG00000182400	TRAPPC6B	9.0
ENSG00000182405	PGBD4	3.8
ENSG00000182415	CDY2A	0.0
ENSG00000182446	NPLOC4	20.0
ENSG00000182447	OTOL1	0.0
ENSG00000182450	KCNK4	0.0
ENSG00000182459	TEX19	0.0
ENSG00000182463	TSHZ2	3.0
ENSG00000182472	CAPN12	59.4
ENSG00000182473	EXOC7	80.1
ENSG00000182477	OR2B8P	0.0
ENSG00000182481	KPNA2	57.1
ENSG00000182484	WASH6P	0.6
ENSG00000182489	XKRX	1.9
ENSG00000182492	BGN	0.0
ENSG00000182504	CEP97	1.7
ENSG00000182508	LHFPL1	0.4
ENSG00000182511	FES	316.6
ENSG00000182512	GLRX5	9.1
ENSG00000182518	FAM104B	22.5
ENSG00000182521	TBPL2	0.2
ENSG00000182533	CAV3	0.0
ENSG00000182534	MXRA7	5.5
ENSG00000182541	LIMK2	97.2
ENSG00000182544	MFSD5	104.0
ENSG00000182545	RNASE10	0.2
ENSG00000182551	ADI1	337.6
ENSG00000182552	RWDD4	6.8
ENSG00000182557	SPNS3	355.4
ENSG00000182566	CLEC4G	18.8
ENSG00000182568	SATB1	104.8
ENSG00000182575	NXPH3	0.0
ENSG00000182578	CSF1R	650.1
ENSG00000182580	EPHB3	0.7
ENSG00000182583	VCX	0.0
ENSG00000182585	EPGN	0.4
ENSG00000182591	KRTAP11-1	0.0
ENSG00000182600	SNORC	2.5
ENSG00000182601	HS3ST4	0.0
ENSG00000182606	TRAK1	3.6
ENSG00000182612	TSPAN10	0.0
ENSG00000182613	OR2V2	0.7
ENSG00000182621	PLCB1	1.9
ENSG00000182628	SKA2	48.6
ENSG00000182631	RXFP3	0.0
ENSG00000182634	OR10G7	0.0
ENSG00000182636	NDN	1.5
ENSG00000182645	CCDC172	0.0
ENSG00000182652	OR4Q3	0.0
ENSG00000182667	NTM	17.5
ENSG00000182670	TTC3	21.6
ENSG00000182674	KCNB2	0.0
ENSG00000182676	PPP1R27	0.3
ENSG00000182685	BRICD5	0.3
ENSG00000182687	GALR2	0.2
ENSG00000182698	RESP18	0.0
ENSG00000182700	IGIP	0.4
ENSG00000182704	TSKU	0.3
ENSG00000182712	CMC4	23.2
ENSG00000182718	ANXA2	4446.3
ENSG00000182732	RGS6	1.2
ENSG00000182742	HOXB4	0.7
ENSG00000182747	SLC35D3	0.2
ENSG00000182749	PAQR7	17.4
ENSG00000182752	PAPPA	0.0
ENSG00000182759	MAFA	0.0
ENSG00000182768	NGRN	133.8
ENSG00000182771	GRID1	0.1
ENSG00000182774	RPS17	3345.8
ENSG00000182782	HCAR2	177.3
ENSG00000182783	OR2T29	0.2
ENSG00000182791	CCDC87	0.3
ENSG00000182793	GSTA5	0.0
ENSG00000182795	C1orf116	0.2
ENSG00000182798	MAGEB17	0.0
ENSG00000182809	CRIP2	116.0
ENSG00000182810	DDX28	27.4
ENSG00000182816	KRTAP13-2	0.0
ENSG00000182827	ACBD3	5.0
ENSG00000182831	HAPSTR1	10.7
ENSG00000182836	PLCXD3	0.5
ENSG00000182853	VMO1	112.2
ENSG00000182854	OR4F15	0.2
ENSG00000182858	ALG12	21.7
ENSG00000182866	LCK	1793.5
ENSG00000182870	GALNT9	0.2
ENSG00000182871	COL18A1	3.2
ENSG00000182872	RBM10	15.7
ENSG00000182885	ADGRG3	170.3
ENSG00000182890	GLUD2	0.0
ENSG00000182896	TMEM95	0.0
ENSG00000182898	TCHHL1	0.0
ENSG00000182899	RPL35A	2094.3
ENSG00000182901	RGS7	0.3
ENSG00000182902	SLC25A18	0.3
ENSG00000182903	ZNF721	20.9
ENSG00000182916	TCEAL7	0.1
ENSG00000182919	C11orf54	101.5
ENSG00000182923	CEP63	123.0
ENSG00000182931	WFDC10B	0.0
ENSG00000182934	SRPRA	96.1
ENSG00000182938	OTOP3	0.0
ENSG00000182944	EWSR1	314.2
ENSG00000182950	ODF3L1	0.4
ENSG00000182952	HMGN4	182.4
ENSG00000182957	SPATA13	39.5
ENSG00000182963	GJC1	1.9
ENSG00000182968	SOX1	0.0
ENSG00000182973	CNOT10	25.7
ENSG00000182974	OR4M2B	0.0
ENSG00000182979	MTA1	0.9
ENSG00000182983	ZNF662	1.3
ENSG00000182985	CADM1	8.1
ENSG00000182986	ZNF320	7.6
ENSG00000182993	C12orf60	1.8
ENSG00000183010	PYCR1	4.3
ENSG00000183011	NAA38	370.3
ENSG00000183018	SPNS2	0.1
ENSG00000183019	MCEMP1	124.0
ENSG00000183020	AP2A2	1.8
ENSG00000183023	SLC8A1	39.9
ENSG00000183024	OR1G1	0.0
ENSG00000183032	SLC25A21	0.0
ENSG00000183034	OTOP2	0.1
ENSG00000183035	CYLC1	0.0
ENSG00000183036	PCP4	0.0
ENSG00000183044	ABAT	6.1
ENSG00000183048	SLC25A10	1.0
ENSG00000183049	CAMK1D	64.4
ENSG00000183054	RGPD6	3.9
ENSG00000183060	LYSMD4	4.4
ENSG00000183066	WBP2NL	0.2
ENSG00000183067	IGSF5	0.4
ENSG00000183072	NKX2-5	0.0
ENSG00000183077	AFMID	17.2
ENSG00000183087	GAS6	70.8
ENSG00000183090	FREM3	0.0
ENSG00000183091	NEB	0.1
ENSG00000183092	BEGAIN	2.8
ENSG00000183098	GPC6	0.4
ENSG00000183111	ARHGEF37	9.3
ENSG00000183114	FAM43B	0.0
ENSG00000183117	CSMD1	0.1
ENSG00000183128	CALHM3	0.3
ENSG00000183134	PTGDR2	234.5
ENSG00000183137	CEP57L1	15.7
ENSG00000183145	RIPPLY3	0.0
ENSG00000183150	GPR19	6.4
ENSG00000183153	GJD3	0.2
ENSG00000183155	RABIF	33.4
ENSG00000183160	TMEM119	1.4
ENSG00000183161	FANCF	20.9
ENSG00000183166	CALN1	0.1
ENSG00000183172	SMDT1	9.5
ENSG00000183185	GABRR3	0.2
ENSG00000183186	C2CD4C	0.0
ENSG00000183196	CHST6	0.4
ENSG00000183206	POTEC	0.0
ENSG00000183207	RUVBL2	66.0
ENSG00000183208	GDPGP1	2.4
ENSG00000183230	CTNNA3	0.0
ENSG00000183246	RIMBP3C	0.0
ENSG00000183248	PRR36	0.0
ENSG00000183251	OR51B4	0.0
ENSG00000183255	PTTG1IP	337.4
ENSG00000183258	DDX41	31.6
ENSG00000183260	ABHD16B	2.7
ENSG00000183269	OR52E8	0.0
ENSG00000183273	CCDC60	0.0
ENSG00000183281	PLGLB1	1.9
ENSG00000183283	DAZAP2	4893.2
ENSG00000183287	CCBE1	8.9
ENSG00000183291	SELENOF	195.1
ENSG00000183303	OR5P2	0.0
ENSG00000183304	FAM9A	0.1
ENSG00000183305	MAGEA2B	0.0
ENSG00000183307	TMEM121B	1.7
ENSG00000183309	ZNF623	1.1
ENSG00000183310	OR2T34	0.1
ENSG00000183313	OR52L1	0.0
ENSG00000183317	EPHA10	0.1
ENSG00000183318	SPDYE4	0.1
ENSG00000183323	CCDC125	15.0
ENSG00000183324	REC114	0.2
ENSG00000183336	BOLA2	336.4
ENSG00000183337	BCOR	8.8
ENSG00000183340	JRKL	4.1
ENSG00000183346	CABCOCO1	0.0
ENSG00000183347	GBP6	0.6
ENSG00000183354	KIAA2026	7.0
ENSG00000183378	OVCH2	0.0
ENSG00000183379	SYNDIG1L	0.0
ENSG00000183386	FHL3	336.7
ENSG00000183389	OR56A4	0.1
ENSG00000183395	PMCH	9.6
ENSG00000183396	TMEM89	0.0
ENSG00000183397	TEKTIP1	0.0
ENSG00000183401	CCDC159	52.9
ENSG00000183421	RIPK4	0.4
ENSG00000183423	LRIT3	0.0
ENSG00000183426	NPIPA1	0.4
ENSG00000183431	SF3A3	75.7
ENSG00000183434	TFDP3	0.0
ENSG00000183439	TRIM61	8.1
ENSG00000183454	GRIN2A	0.0
ENSG00000183463	URAD	0.0
ENSG00000183474	GTF2H2C	10.3
ENSG00000183475	ASB7	10.2
ENSG00000183476	SH2D7	0.0
ENSG00000183479	TREX2	2.6
ENSG00000183484	GPR132	9.5
ENSG00000183486	MX2	152.0
ENSG00000183495	EP400	4.8
ENSG00000183496	MEX3B	0.1
ENSG00000183508	TENT5C	29.5
ENSG00000183513	COA5	31.7
ENSG00000183520	UTP11	36.4
ENSG00000183527	PSMG1	14.8
ENSG00000183530	PRR14L	11.9
ENSG00000183542	KLRC4	8.2
ENSG00000183549	ACSM5	0.9
ENSG00000183559	C10orf120	0.0
ENSG00000183560	IZUMO1R	0.0
ENSG00000183569	SERHL2	9.0
ENSG00000183570	PCBP3	3.0
ENSG00000183571	PGPEP1L	0.3
ENSG00000183576	SETD3	25.0
ENSG00000183578	TNFAIP8L3	0.8
ENSG00000183579	ZNRF3	0.3
ENSG00000183580	FBXL7	0.0
ENSG00000183597	TANGO2	78.0
ENSG00000183598	H3C13	8.9
ENSG00000183605	SFXN4	21.2
ENSG00000183607	GKN2	0.3
ENSG00000183615	FAM167B	1.7
ENSG00000183617	MRPL54	169.0
ENSG00000183621	ZNF438	13.2
ENSG00000183624	HMCES	65.2
ENSG00000183625	CCR3	3400.3
ENSG00000183628	DGCR6	10.5
ENSG00000183629	GOLGA8G	0.0
ENSG00000183631	PRR32	0.0
ENSG00000183632	TP53TG3	0.0
ENSG00000183638	RP1L1	0.0
ENSG00000183640	KRTAP8-1	0.0
ENSG00000183644	HOATZ	0.4
ENSG00000183647	ZNF530	2.2
ENSG00000183648	NDUFB1	729.6
ENSG00000183654	MARCHF11	0.0
ENSG00000183655	KLHL25	3.9
ENSG00000183662	TAFA1	7.6
ENSG00000183665	TRMT12	4.0
ENSG00000183668	PSG9	0.1
ENSG00000183671	CMKLR2	0.2
ENSG00000183682	BMP8A	0.7
ENSG00000183684	ALYREF	2.2
ENSG00000183688	RFLNB	202.1
ENSG00000183690	EFHC2	16.3
ENSG00000183691	NOG	73.0
ENSG00000183695	MRGPRX2	0.2
ENSG00000183696	UPP1	16.0
ENSG00000183706	OR4N4	0.0
ENSG00000183709	IFNL2	0.0
ENSG00000183715	OPCML	0.0
ENSG00000183718	TRIM52	16.7
ENSG00000183722	LHFPL6	6.2
ENSG00000183723	CMTM4	0.1
ENSG00000183726	TMEM50A	276.3
ENSG00000183733	FIGLA	0.4
ENSG00000183734	ASCL2	7.9
ENSG00000183735	TBK1	41.8
ENSG00000183741	CBX6	46.2
ENSG00000183742	MACC1	0.3
ENSG00000183747	ACSM2A	0.0
ENSG00000183751	TBL3	7.4
ENSG00000183753	BPY2	0.0
ENSG00000183760	ACP7	0.0
ENSG00000183762	KREMEN1	4.5
ENSG00000183763	TRAIP	2.9
ENSG00000183765	CHEK2	12.2
ENSG00000183770	FOXL2	0.0
ENSG00000183773	AIFM3	3.0
ENSG00000183775	KCTD16	0.0
ENSG00000183778	B3GALT5	0.0
ENSG00000183779	ZNF703	4.3
ENSG00000183780	SLC35F3	3.5
ENSG00000183783	KCTD8	0.0
ENSG00000183785	TUBA8	17.1
ENSG00000183793	NPIPA5	0.1
ENSG00000183795	BPY2B	0.0
ENSG00000183798	EMILIN3	0.0
ENSG00000183801	OLFML1	0.8
ENSG00000183807	FAM162B	0.0
ENSG00000183808	RBM12B	4.3
ENSG00000183813	CCR4	60.8
ENSG00000183814	LIN9	4.1
ENSG00000183826	BTBD9	9.4
ENSG00000183828	NUDT14	69.0
ENSG00000183831	ANKRD45	0.2
ENSG00000183833	CFAP91	0.0
ENSG00000183837	PNMA3	0.0
ENSG00000183840	GPR39	1.3
ENSG00000183844	FAM3B	2.8
ENSG00000183850	ZNF730	0.1
ENSG00000183853	KIRREL1	0.0
ENSG00000183856	IQGAP3	0.4
ENSG00000183862	CNGA2	0.0
ENSG00000183864	TOB2	10.0
ENSG00000183873	SCN5A	0.0
ENSG00000183876	ARSI	0.0
ENSG00000183878	UTY	3.9
ENSG00000183888	SRARP	1.6
ENSG00000183889	NPIPA9	1.3
ENSG00000183891	TTC32	28.1
ENSG00000183908	LRRC55	0.2
ENSG00000183914	DNAH2	0.5
ENSG00000183918	SH2D1A	147.5
ENSG00000183921	SDR42E2	5.3
ENSG00000183943	PRKX	11.0
ENSG00000183955	KMT5A	4.3
ENSG00000183960	KCNH8	1.4
ENSG00000183963	SMTN	1.1
ENSG00000183971	NPW	1.5
ENSG00000183977	PP2D1	0.1
ENSG00000183978	COA3	246.1
ENSG00000183979	NPB	0.4
ENSG00000184005	ST6GALNAC3	6.3
ENSG00000184007	PTP4A2	204.8
ENSG00000184009	ACTG1	5302.0
ENSG00000184012	TMPRSS2	0.0
ENSG00000184014	DENND5A	11.0
ENSG00000184022	OR2T10	0.1
ENSG00000184032	KRTAP20-2	0.0
ENSG00000184033	CTAG1B	0.0
ENSG00000184047	DIABLO	48.4
ENSG00000184056	VPS33B	13.5
ENSG00000184058	TBX1	0.6
ENSG00000184060	ADAP2	43.7
ENSG00000184076	UQCR10	1161.6
ENSG00000184083	FAM120C	3.1
ENSG00000184108	TRIML1	0.0
ENSG00000184110	EIF3C	266.9
ENSG00000184113	CLDN5	27.7
ENSG00000184117	NIPSNAP1	45.0
ENSG00000184140	OR4F6	0.0
ENSG00000184144	CNTN2	0.0
ENSG00000184148	SPRR4	0.0
ENSG00000184154	LRRC51	6.8
ENSG00000184155	OR10J5	0.0
ENSG00000184156	KCNQ3	0.0
ENSG00000184160	ADRA2C	0.0
ENSG00000184162	NR2C2AP	43.8
ENSG00000184163	C1QTNF12	0.6
ENSG00000184164	CRELD2	52.4
ENSG00000184166	OR1D2	0.6
ENSG00000184178	SCFD2	18.5
ENSG00000184182	UBE2F	112.9
ENSG00000184185	KCNJ12	0.0
ENSG00000184194	GPR173	3.9
ENSG00000184203	PPP1R2	258.2
ENSG00000184205	TSPYL2	15.2
ENSG00000184206	GOLGA6L4	2.3
ENSG00000184207	PGP	2.5
ENSG00000184209	SNRNP35	81.4
ENSG00000184210	DGAT2L6	0.0
ENSG00000184216	IRAK1	3.0
ENSG00000184220	CMSS1	62.3
ENSG00000184221	OLIG1	37.6
ENSG00000184226	PCDH9	17.3
ENSG00000184227	ACOT1	5.9
ENSG00000184232	OAF	3.3
ENSG00000184254	ALDH1A3	0.4
ENSG00000184260	H2AC20	98.5
ENSG00000184261	KCNK12	0.1
ENSG00000184270	H2AC21	9.9
ENSG00000184271	POU6F1	0.1
ENSG00000184276	DEFB108B	0.0
ENSG00000184277	TM2D3	82.1
ENSG00000184281	TSSC4	105.9
ENSG00000184292	TACSTD2	15.1
ENSG00000184302	SIX6	0.0
ENSG00000184304	PRKD1	0.0
ENSG00000184305	CCSER1	0.2
ENSG00000184307	ZDHHC23	0.5
ENSG00000184313	MROH7	0.6
ENSG00000184330	S100A7A	0.0
ENSG00000184343	SRPK3	0.4
ENSG00000184344	GDF3	0.0
ENSG00000184345	IQCF2	0.0
ENSG00000184347	SLIT3	1.2
ENSG00000184349	EFNA5	1.0
ENSG00000184350	MRGPRE	0.0
ENSG00000184351	KRTAP19-1	0.0
ENSG00000184357	H1-5	12.2
ENSG00000184361	SPATA32	0.6
ENSG00000184363	PKP3	0.4
ENSG00000184368	MAP7D2	3.0
ENSG00000184371	CSF1	22.3
ENSG00000184374	COLEC10	0.0
ENSG00000184378	ACTRT3	0.9
ENSG00000184381	PLA2G6	3.8
ENSG00000184384	MAML2	3.2
ENSG00000184388	PABPC1L2B	0.0
ENSG00000184389	A3GALT2	0.2
